Entity,Code,Year,Coal per capita (kWh)
Australia,AUS,1980,22261.7890625
Australia,AUS,1981,22544.05078125
Australia,AUS,1982,22476.533203125
Australia,AUS,1983,22149.6171875
Australia,AUS,1984,23075.87109375
Australia,AUS,1985,23502.71875
Australia,AUS,1986,23715.044921875
Australia,AUS,1987,24306.818359375
Australia,AUS,1988,25149.3671875
Australia,AUS,1989,25963.78125
Australia,AUS,1990,26198.791015625
Australia,AUS,1991,26369.056640625
Australia,AUS,1992,26201.220703125
Australia,AUS,1993,26068.4765625
Australia,AUS,1994,26309.138671875
Australia,AUS,1995,26908.490234375
Australia,AUS,1996,27706.345703125
Australia,AUS,1997,28794.9296875
Australia,AUS,1998,29756.4140625
Australia,AUS,1999,31266.615234375
Australia,AUS,2000,31154.146484375
Australia,AUS,2001,30513.21875
Australia,AUS,2002,30867.521484375
Australia,AUS,2003,31390.9609375
Australia,AUS,2004,32290.357421875
Australia,AUS,2005,31628.76171875
Australia,AUS,2006,31934.583984375
Australia,AUS,2007,31066.740234375
Australia,AUS,2008,31749.583984375
Australia,AUS,2009,30107.384765625
Australia,AUS,2010,27416.060546875
Australia,AUS,2011,26269.505859375
Australia,AUS,2012,24208.412109375
Australia,AUS,2013,22629.279296875
Australia,AUS,2014,22117.263671875
Australia,AUS,2015,22580.642578125
Australia,AUS,2016,22258.94140625
Australia,AUS,2017,21213.50390625
Australia,AUS,2018,20438.5546875
Australia,AUS,2019,19298.802734375
Australia,AUS,2020,18373.634765625
Australia,AUS,2021,17564.923828125
Austria,AUT,1965,8092.2177734375
Austria,AUT,1966,7680.326171875
Austria,AUT,1967,7225.85986328125
Austria,AUT,1968,7093.63623046875
Austria,AUT,1969,6943.9814453125
Austria,AUT,1970,7431.1328125
Austria,AUT,1971,6785.603515625
Austria,AUT,1972,6127.57568359375
Austria,AUT,1973,6069.3193359375
Austria,AUT,1974,6388.79150390625
Austria,AUT,1975,5543.63671875
Austria,AUT,1976,5897.32275390625
Austria,AUT,1977,4949.900390625
Austria,AUT,1978,5034.533203125
Austria,AUT,1979,5472.13818359375
Austria,AUT,1980,5628.92626953125
Austria,AUT,1981,5766.3134765625
Austria,AUT,1982,5486.00146484375
Austria,AUT,1983,5873.37158203125
Austria,AUT,1984,6689.15576171875
Austria,AUT,1985,6673.1240234375
Austria,AUT,1986,5941.00390625
Austria,AUT,1987,5882.62548828125
Austria,AUT,1988,5618.83984375
Austria,AUT,1989,5623.8466796875
Austria,AUT,1990,6167.8974609375
Austria,AUT,1991,6429.19873046875
Austria,AUT,1992,4965.18115234375
Austria,AUT,1993,4429.59375
Austria,AUT,1994,4461.2412109375
Austria,AUT,1995,5048.56982421875
Austria,AUT,1996,5052.49951171875
Austria,AUT,1997,5349.0859375
Austria,AUT,1998,4704.60693359375
Austria,AUT,1999,4666.42333984375
Austria,AUT,2000,5264.28955078125
Austria,AUT,2001,5418.92578125
Austria,AUT,2002,5480.3916015625
Austria,AUT,2003,5815.623046875
Austria,AUT,2004,5668.41748046875
Austria,AUT,2005,5626.361328125
Austria,AUT,2006,5600.0048828125
Austria,AUT,2007,5395.84375
Austria,AUT,2008,5312.74658203125
Austria,AUT,2009,3988.07470703125
Austria,AUT,2010,4668.36376953125
Austria,AUT,2011,4769.57861328125
Austria,AUT,2012,4405.296875
Austria,AUT,2013,4452.4853515625
Austria,AUT,2014,4050.462646484375
Austria,AUT,2015,4345.55126953125
Austria,AUT,2016,3998.899169921875
Austria,AUT,2017,4137.27001953125
Austria,AUT,2018,3623.003173828125
Austria,AUT,2019,3784.298095703125
Austria,AUT,2020,3217.28955078125
Austria,AUT,2021,3450.5751953125
Azerbaijan,AZE,1985,160.49928283691406
Azerbaijan,AZE,1986,157.84307861328125
Azerbaijan,AZE,1987,155.21319580078125
Azerbaijan,AZE,1988,152.63279724121094
Azerbaijan,AZE,1989,150.13027954101562
Azerbaijan,AZE,1990,142.91102600097656
Azerbaijan,AZE,1991,105.9004898071289
Azerbaijan,AZE,1992,18.677919387817383
Azerbaijan,AZE,1993,4.601837635040283
Azerbaijan,AZE,1994,6.054371356964111
Azerbaijan,AZE,1995,4.487218379974365
Azerbaijan,AZE,1996,4.441441535949707
Azerbaijan,AZE,1997,4.4021525382995605
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,4.256281852722168
Azerbaijan,AZE,2002,2.8101747035980225
Azerbaijan,AZE,2003,4.172729969024658
Azerbaijan,AZE,2004,1.2657737731933594
Azerbaijan,AZE,2005,4.385796546936035
Azerbaijan,AZE,2006,4.339274883270264
Azerbaijan,AZE,2007,6.571730136871338
Azerbaijan,AZE,2008,4.874250411987305
Azerbaijan,AZE,2009,4.818260192871094
Azerbaijan,AZE,2010,7.140907287597656
Azerbaijan,AZE,2011,6.26848840713501
Azerbaijan,AZE,2012,4.641280651092529
Azerbaijan,AZE,2013,3.8179590702056885
Azerbaijan,AZE,2014,2.2618207931518555
Azerbaijan,AZE,2015,3.7238173484802246
Azerbaijan,AZE,2016,1.4721931219100952
Azerbaijan,AZE,2017,1.45585298538208
Azerbaijan,AZE,2018,0.7203015089035034
Azerbaijan,AZE,2019,0.9272419214248657
Azerbaijan,AZE,2020,0.9205219149589539
Azerbaijan,AZE,2021,0.911312997341156
Bangladesh,BGD,1971,16.587251663208008
Bangladesh,BGD,1972,16.314821243286133
Bangladesh,BGD,1973,20.883522033691406
Bangladesh,BGD,1974,18.264802932739258
Bangladesh,BGD,1975,20.740232467651367
Bangladesh,BGD,1976,20.03782844543457
Bangladesh,BGD,1977,20.41419219970703
Bangladesh,BGD,1978,19.260318756103516
Bangladesh,BGD,1979,13.945524215698242
Bangladesh,BGD,1980,18.135845184326172
Bangladesh,BGD,1981,18.15854263305664
Bangladesh,BGD,1982,21.43008041381836
Bangladesh,BGD,1983,11.817461013793945
Bangladesh,BGD,1984,4.607591152191162
Bangladesh,BGD,1985,6.2761454582214355
Bangladesh,BGD,1986,9.231855392456055
Bangladesh,BGD,1987,14.156530380249023
Bangladesh,BGD,1988,14.208338737487793
Bangladesh,BGD,1989,14.43154525756836
Bangladesh,BGD,1990,31.719751358032227
Bangladesh,BGD,1991,9.908267974853516
Bangladesh,BGD,1992,9.09732437133789
Bangladesh,BGD,1993,3.3185629844665527
Bangladesh,BGD,1994,3.042078733444214
Bangladesh,BGD,1995,32.402549743652344
Bangladesh,BGD,1996,17.391433715820312
Bangladesh,BGD,1997,31.250347137451172
Bangladesh,BGD,1998,8.812736511230469
Bangladesh,BGD,1999,4.271683216094971
Bangladesh,BGD,2000,30.052474975585938
Bangladesh,BGD,2001,31.27820587158203
Bangladesh,BGD,2002,32.07426071166992
Bangladesh,BGD,2003,30.143766403198242
Bangladesh,BGD,2004,29.703248977661133
Bangladesh,BGD,2005,60.042179107666016
Bangladesh,BGD,2006,90.0068588256836
Bangladesh,BGD,2007,72.55972290039062
Bangladesh,BGD,2008,75.50762939453125
Bangladesh,BGD,2009,93.30030822753906
Bangladesh,BGD,2010,58.7886848449707
Bangladesh,BGD,2011,86.52288055419922
Bangladesh,BGD,2012,70.57423400878906
Bangladesh,BGD,2013,96.58246612548828
Bangladesh,BGD,2014,57.29707336425781
Bangladesh,BGD,2015,168.64666748046875
Bangladesh,BGD,2016,122.58004760742188
Bangladesh,BGD,2017,136.05918884277344
Bangladesh,BGD,2018,147.5200653076172
Bangladesh,BGD,2019,236.40487670898438
Bangladesh,BGD,2020,264.3718566894531
Bangladesh,BGD,2021,229.4381561279297
Belarus,BLR,1985,2536.221435546875
Belarus,BLR,1986,2756.788330078125
Belarus,BLR,1987,2664.00244140625
Belarus,BLR,1988,2838.58251953125
Belarus,BLR,1989,2774.819091796875
Belarus,BLR,1990,2434.23046875
Belarus,BLR,1991,2310.17138671875
Belarus,BLR,1992,1925.304443359375
Belarus,BLR,1993,1656.6192626953125
Belarus,BLR,1994,1163.7742919921875
Belarus,BLR,1995,1098.46630859375
Belarus,BLR,1996,1337.4578857421875
Belarus,BLR,1997,1414.3843994140625
Belarus,BLR,1998,1260.163330078125
Belarus,BLR,1999,1174.520263671875
Belarus,BLR,2000,1172.2197265625
Belarus,BLR,2001,846.823486328125
Belarus,BLR,2002,804.1763305664062
Belarus,BLR,2003,762.1234130859375
Belarus,BLR,2004,751.400390625
Belarus,BLR,2005,834.5308837890625
Belarus,BLR,2006,750.7383422851562
Belarus,BLR,2007,852.298095703125
Belarus,BLR,2008,796.865478515625
Belarus,BLR,2009,760.8031616210938
Belarus,BLR,2010,796.9097290039062
Belarus,BLR,2011,957.8663940429688
Belarus,BLR,2012,976.8831176757812
Belarus,BLR,2013,1036.1636962890625
Belarus,BLR,2014,1027.005859375
Belarus,BLR,2015,912.5376586914062
Belarus,BLR,2016,1002.3655395507812
Belarus,BLR,2017,1036.2135009765625
Belarus,BLR,2018,1553.9287109375
Belarus,BLR,2019,1636.3975830078125
Belarus,BLR,2020,1030.15966796875
Belarus,BLR,2021,895.6009521484375
Belgium,BEL,1965,23606.3515625
Belgium,BEL,1966,21432.83203125
Belgium,BEL,1967,20946.193359375
Belgium,BEL,1968,21542.232421875
Belgium,BEL,1969,20906.00390625
Belgium,BEL,1970,19635.69140625
Belgium,BEL,1971,16207.3583984375
Belgium,BEL,1972,15432.3564453125
Belgium,BEL,1973,12913.3876953125
Belgium,BEL,1974,13775.2255859375
Belgium,BEL,1975,10262.306640625
Belgium,BEL,1976,10669.3427734375
Belgium,BEL,1977,10797.4521484375
Belgium,BEL,1978,11034.474609375
Belgium,BEL,1979,12272.2490234375
Belgium,BEL,1980,12353.279296875
Belgium,BEL,1981,12781.8798828125
Belgium,BEL,1982,12789.9716796875
Belgium,BEL,1983,10905.3818359375
Belgium,BEL,1984,12636.166015625
Belgium,BEL,1985,12587.6787109375
Belgium,BEL,1986,10727.6064453125
Belgium,BEL,1987,10660.84765625
Belgium,BEL,1988,10754.9326171875
Belgium,BEL,1989,11275.8056640625
Belgium,BEL,1990,12355.0859375
Belgium,BEL,1991,11779.6328125
Belgium,BEL,1992,10502.005859375
Belgium,BEL,1993,9908.2666015625
Belgium,BEL,1994,10611.1298828125
Belgium,BEL,1995,10104.685546875
Belgium,BEL,1996,9649.796875
Belgium,BEL,1997,8994.931640625
Belgium,BEL,1998,8935.640625
Belgium,BEL,1999,7815.74169921875
Belgium,BEL,2000,8625.09765625
Belgium,BEL,2001,8186.27978515625
Belgium,BEL,2002,6986.7109375
Belgium,BEL,2003,6723.1875
Belgium,BEL,2004,6216.9443359375
Belgium,BEL,2005,5676.15478515625
Belgium,BEL,2006,5563.05224609375
Belgium,BEL,2007,5046.6318359375
Belgium,BEL,2008,4946.3984375
Belgium,BEL,2009,3162.5537109375
Belgium,BEL,2010,3985.881103515625
Belgium,BEL,2011,3727.02734375
Belgium,BEL,2012,3487.72265625
Belgium,BEL,2013,3667.524169921875
Belgium,BEL,2014,3535.51123046875
Belgium,BEL,2015,3432.120361328125
Belgium,BEL,2016,3232.980224609375
Belgium,BEL,2017,3144.965576171875
Belgium,BEL,2018,3110.3544921875
Belgium,BEL,2019,3103.515380859375
Belgium,BEL,2020,2397.383544921875
Belgium,BEL,2021,2470.356689453125
Brazil,BRA,1965,242.0198516845703
Brazil,BRA,1966,255.13760375976562
Brazil,BRA,1967,256.6806335449219
Brazil,BRA,1968,246.01480102539062
Brazil,BRA,1969,267.59381103515625
Brazil,BRA,1970,298.0109558105469
Brazil,BRA,1971,292.691650390625
Brazil,BRA,1972,300.78204345703125
Brazil,BRA,1973,288.6632385253906
Brazil,BRA,1974,299.0489807128906
Brazil,BRA,1975,347.19793701171875
Brazil,BRA,1976,361.83673095703125
Brazil,BRA,1977,448.173095703125
Brazil,BRA,1978,503.25250244140625
Brazil,BRA,1979,533.84375
Brazil,BRA,1980,568.7503051757812
Brazil,BRA,1981,543.478759765625
Brazil,BRA,1982,561.20751953125
Brazil,BRA,1983,616.7442016601562
Brazil,BRA,1984,744.73974609375
Brazil,BRA,1985,861.5696411132812
Brazil,BRA,1986,854.34375
Brazil,BRA,1987,876.9491577148438
Brazil,BRA,1988,879.1340942382812
Brazil,BRA,1989,856.2352905273438
Brazil,BRA,1990,749.1166381835938
Brazil,BRA,1991,843.8195190429688
Brazil,BRA,1992,805.0078735351562
Brazil,BRA,1993,815.6646728515625
Brazil,BRA,1994,823.743408203125
Brazil,BRA,1995,850.0796508789062
Brazil,BRA,1996,863.3441162109375
Brazil,BRA,1997,855.0449829101562
Brazil,BRA,1998,824.8079223632812
Brazil,BRA,1999,822.9391479492188
Brazil,BRA,2000,864.9304809570312
Brazil,BRA,2001,839.68017578125
Brazil,BRA,2002,802.1185302734375
Brazil,BRA,2003,821.8433837890625
Brazil,BRA,2004,851.3660888671875
Brazil,BRA,2005,811.7280883789062
Brazil,BRA,2006,791.7099609375
Brazil,BRA,2007,830.3338012695312
Brazil,BRA,2008,833.8907470703125
Brazil,BRA,2009,666.4061279296875
Brazil,BRA,2010,859.40673828125
Brazil,BRA,2011,909.6697387695312
Brazil,BRA,2012,892.1778564453125
Brazil,BRA,2013,953.2963256835938
Brazil,BRA,2014,1004.9610595703125
Brazil,BRA,2015,1002.4905395507812
Brazil,BRA,2016,898.0739135742188
Brazil,BRA,2017,939.5714111328125
Brazil,BRA,2018,911.725341796875
Brazil,BRA,2019,850.5700073242188
Brazil,BRA,2020,767.46923828125
Brazil,BRA,2021,924.8344116210938
Bulgaria,BGR,1965,8480.720703125
Bulgaria,BGR,1966,8679.9130859375
Bulgaria,BGR,1967,9358.6484375
Bulgaria,BGR,1968,10098.703125
Bulgaria,BGR,1969,10087.1650390625
Bulgaria,BGR,1970,10964.8876953125
Bulgaria,BGR,1971,10757.6044921875
Bulgaria,BGR,1972,11023.8759765625
Bulgaria,BGR,1973,11048.60546875
Bulgaria,BGR,1974,10806.2314453125
Bulgaria,BGR,1975,11278.1259765625
Bulgaria,BGR,1976,10471.904296875
Bulgaria,BGR,1977,10394.712890625
Bulgaria,BGR,1978,11050.306640625
Bulgaria,BGR,1979,11361.7431640625
Bulgaria,BGR,1980,11883.08203125
Bulgaria,BGR,1981,12030.8125
Bulgaria,BGR,1982,12603.1591796875
Bulgaria,BGR,1983,12523.544921875
Bulgaria,BGR,1984,12520.9521484375
Bulgaria,BGR,1985,13058.7763671875
Bulgaria,BGR,1986,13427.0751953125
Bulgaria,BGR,1987,13433.376953125
Bulgaria,BGR,1988,12547.927734375
Bulgaria,BGR,1989,12863.197265625
Bulgaria,BGR,1990,10864.478515625
Bulgaria,BGR,1991,9793.7373046875
Bulgaria,BGR,1992,10406.3046875
Bulgaria,BGR,1993,11335.041015625
Bulgaria,BGR,1994,10500.6435546875
Bulgaria,BGR,1995,10621.6630859375
Bulgaria,BGR,1996,10687.8427734375
Bulgaria,BGR,1997,12306.0869140625
Bulgaria,BGR,1998,11827.5419921875
Bulgaria,BGR,1999,9824.373046875
Bulgaria,BGR,2000,9151.552734375
Bulgaria,BGR,2001,10519.671875
Bulgaria,BGR,2002,9767.029296875
Bulgaria,BGR,2003,11021.90625
Bulgaria,BGR,2004,10613.3359375
Bulgaria,BGR,2005,10473.5673828125
Bulgaria,BGR,2006,10712.8232421875
Bulgaria,BGR,2007,12138.5087890625
Bulgaria,BGR,2008,11651.2275390625
Bulgaria,BGR,2009,9873.994140625
Bulgaria,BGR,2010,10780.7216796875
Bulgaria,BGR,2011,12759.01953125
Bulgaria,BGR,2012,10966.4423828125
Bulgaria,BGR,2013,9482.126953125
Bulgaria,BGR,2014,10192.5546875
Bulgaria,BGR,2015,10588.7900390625
Bulgaria,BGR,2016,9259.673828125
Bulgaria,BGR,2017,9996.5966796875
Bulgaria,BGR,2018,8997.541015625
Bulgaria,BGR,2019,8438.9404296875
Bulgaria,BGR,2020,6948.5029296875
Bulgaria,BGR,2021,8795.8125
Canada,CAN,1965,9169.8662109375
Canada,CAN,1966,8833.251953125
Canada,CAN,1967,8601.4267578125
Canada,CAN,1968,9186.4345703125
Canada,CAN,1969,8721.4248046875
Canada,CAN,1970,9210.7060546875
Canada,CAN,1971,8614.0361328125
Canada,CAN,1972,8000.03369140625
Canada,CAN,1973,8113.12841796875
Canada,CAN,1974,8123.55029296875
Canada,CAN,1975,7795.77734375
Canada,CAN,1976,9112.94140625
Canada,CAN,1977,11506.7958984375
Canada,CAN,1978,9355.8828125
Canada,CAN,1979,8763.96875
Canada,CAN,1980,10562.0107421875
Canada,CAN,1981,10674.3779296875
Canada,CAN,1982,11167.0703125
Canada,CAN,1983,11565.3017578125
Canada,CAN,1984,12744.0693359375
Canada,CAN,1985,12106.9296875
Canada,CAN,1986,11078.7138671875
Canada,CAN,1987,11746.138671875
Canada,CAN,1988,12438.150390625
Canada,CAN,1989,12241.51953125
Canada,CAN,1990,11459.255859375
Canada,CAN,1991,10954.07421875
Canada,CAN,1992,11026.2421875
Canada,CAN,1993,9678.7890625
Canada,CAN,1994,10151.1337890625
Canada,CAN,1995,10500.3427734375
Canada,CAN,1996,10609.2841796875
Canada,CAN,1997,10982.1787109375
Canada,CAN,1998,11631.966796875
Canada,CAN,1999,11077.96875
Canada,CAN,2000,11611.873046875
Canada,CAN,2001,11953.4384765625
Canada,CAN,2002,11908.021484375
Canada,CAN,2003,11761.84375
Canada,CAN,2004,10996.3466796875
Canada,CAN,2005,10830.1708984375
Canada,CAN,2006,10370.7587890625
Canada,CAN,2007,10712.4560546875
Canada,CAN,2008,10055.609375
Canada,CAN,2009,8299.5771484375
Canada,CAN,2010,8404.2666015625
Canada,CAN,2011,7490.8056640625
Canada,CAN,2012,7027.36083984375
Canada,CAN,2013,6780.74853515625
Canada,CAN,2014,6381.70068359375
Canada,CAN,2015,6355.26904296875
Canada,CAN,2016,5857.07958984375
Canada,CAN,2017,6033.0009765625
Canada,CAN,2018,4901.54150390625
Canada,CAN,2019,4548.88720703125
Canada,CAN,2020,3867.919189453125
Canada,CAN,2021,3501.68017578125
Chile,CHL,1965,1507.1793212890625
Chile,CHL,1966,1524.7713623046875
Chile,CHL,1967,1498.69677734375
Chile,CHL,1968,1473.88525390625
Chile,CHL,1969,1449.92822265625
Chile,CHL,1970,1525.2054443359375
Chile,CHL,1971,1449.2589111328125
Chile,CHL,1972,1178.69189453125
Chile,CHL,1973,1259.7679443359375
Chile,CHL,1974,1175.400390625
Chile,CHL,1975,924.4876098632812
Chile,CHL,1976,918.9934692382812
Chile,CHL,1977,974.2440185546875
Chile,CHL,1978,935.5040893554688
Chile,CHL,1979,1019.8965454101562
Chile,CHL,1980,1110.10693359375
Chile,CHL,1981,1092.507080078125
Chile,CHL,1982,717.9679565429688
Chile,CHL,1983,848.7158203125
Chile,CHL,1984,1128.5150146484375
Chile,CHL,1985,1112.9742431640625
Chile,CHL,1986,1040.9764404296875
Chile,CHL,1987,1056.0252685546875
Chile,CHL,1988,1448.3511962890625
Chile,CHL,1989,1925.4556884765625
Chile,CHL,1990,2281.911376953125
Chile,CHL,1991,1844.0462646484375
