Entity,Code,Year,Gas per capita (kWh)
Chile,CHL,1996,1451.0225830078125
Chile,CHL,1997,1947.7158203125
Chile,CHL,1998,2655.3486328125
Chile,CHL,1999,3583.004150390625
Chile,CHL,2000,4571.69384765625
Chile,CHL,2001,5123.80419921875
Chile,CHL,2002,5111.904296875
Chile,CHL,2003,5472.6044921875
Chile,CHL,2004,5878.884765625
Chile,CHL,2005,5628.078125
Chile,CHL,2006,5153.53369140625
Chile,CHL,2007,3005.470703125
Chile,CHL,2008,1654.95947265625
Chile,CHL,2009,1655.15283203125
Chile,CHL,2010,3363.951904296875
Chile,CHL,2011,3386.7099609375
Chile,CHL,2012,3046.3955078125
Chile,CHL,2013,3023.407470703125
Chile,CHL,2014,2477.01953125
Chile,CHL,2015,2684.729248046875
Chile,CHL,2016,3249.094970703125
Chile,CHL,2017,3039.77490234375
Chile,CHL,2018,3009.5673828125
Chile,CHL,2019,3436.601318359375
Chile,CHL,2020,3261.85791015625
Chile,CHL,2021,3264.798828125
China,CHN,1965,15.30825424194336
China,CHN,1966,18.191186904907227
China,CHN,1967,19.296104431152344
China,CHN,1968,17.99589729309082
China,CHN,1969,24.509334564208984
China,CHN,1970,34.95132064819336
China,CHN,1971,44.41091537475586
China,CHN,1972,56.10295104980469
China,CHN,1973,67.75872802734375
China,CHN,1974,83.5391616821289
China,CHN,1975,96.29910278320312
China,CHN,1976,107.98351287841797
China,CHN,1977,127.52323150634766
China,CHN,1978,142.33621215820312
China,CHN,1979,148.2979736328125
China,CHN,1980,143.80967712402344
China,CHN,1981,126.62657928466797
China,CHN,1982,116.96926879882812
China,CHN,1983,118.0513916015625
China,CHN,1984,118.3907470703125
China,CHN,1985,121.1587905883789
China,CHN,1986,126.64896392822266
China,CHN,1987,125.43067932128906
China,CHN,1988,126.32386016845703
China,CHN,1989,130.93869018554688
China,CHN,1990,131.00987243652344
China,CHN,1991,130.8733673095703
China,CHN,1992,131.8808135986328
China,CHN,1993,138.6334228515625
China,CHN,1994,143.87672424316406
China,CHN,1995,144.08294677734375
China,CHN,1996,149.69393920898438
China,CHN,1997,156.8826141357422
China,CHN,1998,160.5081024169922
China,CHN,1999,169.042724609375
China,CHN,2000,191.3582000732422
China,CHN,2001,212.80223083496094
China,CHN,2002,224.98582458496094
China,CHN,2003,259.8238830566406
China,CHN,2004,302.20263671875
China,CHN,2005,352.9902648925781
China,CHN,2006,431.7347717285156
China,CHN,2007,528.0699462890625
China,CHN,2008,605.3098754882812
China,CHN,2009,662.8419799804688
China,CHN,2010,795.3916015625
China,CHN,2011,981.93310546875
China,CHN,2012,1089.993408203125
China,CHN,2013,1234.863037109375
China,CHN,2014,1345.9759521484375
China,CHN,2015,1383.8704833984375
China,CHN,2016,1481.14404296875
China,CHN,2017,1697.7374267578125
China,CHN,2018,1988.7679443359375
China,CHN,2019,2150.790283203125
China,CHN,2020,2338.718017578125
China,CHN,2021,2622.14501953125
Colombia,COL,1965,478.0311584472656
Colombia,COL,1966,484.25201416015625
Colombia,COL,1967,582.2303466796875
Colombia,COL,1968,577.206298828125
Colombia,COL,1969,613.7860717773438
Colombia,COL,1970,581.6207275390625
Colombia,COL,1971,591.0066528320312
Colombia,COL,1972,705.4959716796875
Colombia,COL,1973,714.8902587890625
Colombia,COL,1974,727.5667114257812
Colombia,COL,1975,670.7630615234375
Colombia,COL,1976,699.1396484375
Colombia,COL,1977,765.1539306640625
Colombia,COL,1978,926.8305053710938
Colombia,COL,1979,977.520751953125
Colombia,COL,1980,1054.6827392578125
Colombia,COL,1981,1114.1192626953125
Colombia,COL,1982,1175.4130859375
Colombia,COL,1983,1273.2296142578125
Colombia,COL,1984,1237.7847900390625
Colombia,COL,1985,1216.38720703125
Colombia,COL,1986,1212.5528564453125
Colombia,COL,1987,1206.46728515625
Colombia,COL,1988,1187.154296875
Colombia,COL,1989,1110.960693359375
Colombia,COL,1990,1130.41064453125
Colombia,COL,1991,1142.9031982421875
Colombia,COL,1992,1102.931884765625
Colombia,COL,1993,1123.2635498046875
Colombia,COL,1994,1090.537353515625
Colombia,COL,1995,1138.683837890625
Colombia,COL,1996,1216.4818115234375
Colombia,COL,1997,1504.090087890625
Colombia,COL,1998,1717.3839111328125
Colombia,COL,1999,1459.22509765625
Colombia,COL,2000,1447.341064453125
Colombia,COL,2001,1475.307861328125
Colombia,COL,2002,1467.55419921875
Colombia,COL,2003,1386.075927734375
Colombia,COL,2004,1458.03466796875
Colombia,COL,2005,1511.53271484375
Colombia,COL,2006,1565.8658447265625
Colombia,COL,2007,1637.412109375
Colombia,COL,2008,1643.908935546875
Colombia,COL,2009,1872.47119140625
Colombia,COL,2010,1933.7938232421875
Colombia,COL,2011,1864.752197265625
Colombia,COL,2012,2054.422119140625
Colombia,COL,2013,2253.3916015625
Colombia,COL,2014,2423.80615234375
Colombia,COL,2015,2359.33740234375
Colombia,COL,2016,2505.13037109375
Colombia,COL,2017,2418.8447265625
Colombia,COL,2018,2563.364501953125
Colombia,COL,2019,2556.797119140625
Colombia,COL,2020,2578.99609375
Colombia,COL,2021,2462.97119140625
Croatia,HRV,1990,5343.54541015625
Croatia,HRV,1991,4965.54296875
Croatia,HRV,1992,5176.6728515625
Croatia,HRV,1993,5506.82177734375
Croatia,HRV,1994,5225.42822265625
Croatia,HRV,1995,4872.46142578125
Croatia,HRV,1996,5509.916015625
Croatia,HRV,1997,5765.095703125
Croatia,HRV,1998,5591.83544921875
Croatia,HRV,1999,5714.75537109375
Croatia,HRV,2000,5802.85986328125
Croatia,HRV,2001,6108.11083984375
Croatia,HRV,2002,6271.21044921875
Croatia,HRV,2003,6243.40771484375
Croatia,HRV,2004,6482.4658203125
Croatia,HRV,2005,6277.2900390625
Croatia,HRV,2006,6218.38818359375
Croatia,HRV,2007,7158.84619140625
Croatia,HRV,2008,6954.49072265625
Croatia,HRV,2009,6438.19580078125
Croatia,HRV,2010,7073.2470703125
Croatia,HRV,2011,6930.43994140625
Croatia,HRV,2012,6533.26611328125
Croatia,HRV,2013,6205.3935546875
Croatia,HRV,2014,5518.88427734375
Croatia,HRV,2015,5720.06396484375
Croatia,HRV,2016,5998.0673828125
Croatia,HRV,2017,6932.28076171875
Croatia,HRV,2018,6413.80029296875
Croatia,HRV,2019,6774.673828125
Croatia,HRV,2020,7153.7578125
Croatia,HRV,2021,6923.71875
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0
Cyprus,CYP,2007,0
Cyprus,CYP,2008,0
Cyprus,CYP,2009,0
Cyprus,CYP,2010,0
Cyprus,CYP,2011,0
Cyprus,CYP,2012,0
Cyprus,CYP,2013,0
Cyprus,CYP,2014,0
Cyprus,CYP,2015,0
Cyprus,CYP,2016,0
Cyprus,CYP,2017,0
Cyprus,CYP,2018,0
Cyprus,CYP,2019,0
Cyprus,CYP,2020,0
Czechia,CZE,1965,437.29852294921875
Czechia,CZE,1966,457.20611572265625
Czechia,CZE,1967,549.4234008789062
Czechia,CZE,1968,678.1492919921875
Czechia,CZE,1969,743.8818359375
Czechia,CZE,1970,816.1307373046875
Czechia,CZE,1971,1010.9457397460938
Czechia,CZE,1972,1092.951904296875
Czechia,CZE,1973,1193.6729736328125
Czechia,CZE,1974,1446.47265625
Czechia,CZE,1975,1645.686767578125
Czechia,CZE,1976,1805.339111328125
Czechia,CZE,1977,2038.3839111328125
Czechia,CZE,1978,2270.2119140625
Czechia,CZE,1979,2534.50146484375
Czechia,CZE,1980,2909.55712890625
Czechia,CZE,1981,2914.22802734375
Czechia,CZE,1982,3087.017333984375
Czechia,CZE,1983,3625.78564453125
Czechia,CZE,1984,3864.392333984375
Czechia,CZE,1985,4749.0869140625
Czechia,CZE,1986,5020.29052734375
Czechia,CZE,1987,5476.267578125
Czechia,CZE,1988,5509.30859375
Czechia,CZE,1989,5682.900390625
Czechia,CZE,1990,5901.892578125
Czechia,CZE,1991,5691.7783203125
Czechia,CZE,1992,6515.0546875
Czechia,CZE,1993,6654.482421875
Czechia,CZE,1994,6498.40576171875
Czechia,CZE,1995,7356.0390625
Czechia,CZE,1996,8471.9267578125
Czechia,CZE,1997,8626.9833984375
Czechia,CZE,1998,8658.1552734375
Czechia,CZE,1999,8718.8994140625
Czechia,CZE,2000,8477.3623046875
Czechia,CZE,2001,9094.91015625
Czechia,CZE,2002,8805.1279296875
Czechia,CZE,2003,8907.4697265625
Czechia,CZE,2004,8845.5234375
Czechia,CZE,2005,8733.6279296875
Czechia,CZE,2006,8575.2109375
Czechia,CZE,2007,8127.94775390625
Czechia,CZE,2008,8002.50439453125
Czechia,CZE,2009,7545.03515625
Czechia,CZE,2010,8907.001953125
Czechia,CZE,2011,7494.478515625
Czechia,CZE,2012,7535.60400390625
Czechia,CZE,2013,7631.08935546875
Czechia,CZE,2014,6788.52783203125
Czechia,CZE,2015,7111.75634765625
Czechia,CZE,2016,7684.4111328125
Czechia,CZE,2017,7870.26513671875
Czechia,CZE,2018,7484.59130859375
Czechia,CZE,2019,7788.17822265625
Czechia,CZE,2020,7902.12841796875
Czechia,CZE,2021,8456.693359375
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,28.50804901123047
Denmark,DNK,1984,230.2604217529297
Denmark,DNK,1985,1312.7437744140625
Denmark,DNK,1986,2339.927734375
Denmark,DNK,1987,2968.22119140625
Denmark,DNK,1988,3616.483154296875
Denmark,DNK,1989,3848.646484375
Denmark,DNK,1990,4094.06640625
Denmark,DNK,1991,4713.1435546875
Denmark,DNK,1992,4939.65966796875
Denmark,DNK,1993,5530.48095703125
Denmark,DNK,1994,6155.4384765625
Denmark,DNK,1995,7098.46533203125
Denmark,DNK,1996,8326.5712890625
Denmark,DNK,1997,8662.63671875
Denmark,DNK,1998,9300.8388671875
Denmark,DNK,1999,9713.623046875
Denmark,DNK,2000,9552.052734375
Denmark,DNK,2001,9950.4072265625
Denmark,DNK,2002,10016.74609375
Denmark,DNK,2003,10100.1484375
Denmark,DNK,2004,10022.7197265625
Denmark,DNK,2005,9592.115234375
Denmark,DNK,2006,9731.8251953125
Denmark,DNK,2007,8681.95703125
Denmark,DNK,2008,8679.2353515625
Denmark,DNK,2009,8292.5615234375
Denmark,DNK,2010,9332.3486328125
Denmark,DNK,2011,7786.81689453125
Denmark,DNK,2012,7236.41943359375
Denmark,DNK,2013,6792.6201171875
Denmark,DNK,2014,5807.419921875
Denmark,DNK,2015,5817.24365234375
Denmark,DNK,2016,5892.22412109375
Denmark,DNK,2017,5610.7080078125
Denmark,DNK,2018,5425.79052734375
Denmark,DNK,2019,5020.51171875
Denmark,DNK,2020,4009.8525390625
Denmark,DNK,2021,3983.82373046875
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,114.97064971923828
Ecuador,ECU,1971,111.69408416748047
Ecuador,ECU,1972,157.37294006347656
Ecuador,ECU,1973,87.90840148925781
Ecuador,ECU,1974,170.94717407226562
Ecuador,ECU,1975,207.84689331054688
Ecuador,ECU,1976,184.45436096191406
Ecuador,ECU,1977,114.98143768310547
Ecuador,ECU,1978,115.03678894042969
Ecuador,ECU,1979,80.68011474609375
Ecuador,ECU,1980,61.14020538330078
Ecuador,ECU,1981,96.47157287597656
Ecuador,ECU,1982,121.70196533203125
Ecuador,ECU,1983,146.98313903808594
Ecuador,ECU,1984,206.4700164794922
Ecuador,ECU,1985,205.24810791015625
Ecuador,ECU,1986,198.99635314941406
Ecuador,ECU,1987,180.75765991210938
Ecuador,ECU,1988,206.239990234375
Ecuador,ECU,1989,159.4606475830078
Ecuador,ECU,1990,255.7685089111328
Ecuador,ECU,1991,306.5063171386719
Ecuador,ECU,1992,300.62249755859375
Ecuador,ECU,1993,338.4558410644531
Ecuador,ECU,1994,298.8437194824219
Ecuador,ECU,1995,282.24200439453125
Ecuador,ECU,1996,293.1556396484375
Ecuador,ECU,1997,261.7647399902344
Ecuador,ECU,1998,261.2315673828125
Ecuador,ECU,1999,241.1600799560547
Ecuador,ECU,2000,257.708251953125
Ecuador,ECU,2001,257.55072021484375
Ecuador,ECU,2002,100.75023651123047
Ecuador,ECU,2003,172.843017578125
Ecuador,ECU,2004,395.6123046875
Ecuador,ECU,2005,399.4476623535156
Ecuador,ECU,2006,429.20953369140625
Ecuador,ECU,2007,382.4913635253906
Ecuador,ECU,2008,343.1483154296875
Ecuador,ECU,2009,397.8966369628906
Ecuador,ECU,2010,412.2959899902344
Ecuador,ECU,2011,367.8565979003906
Ecuador,ECU,2012,484.01434326171875
Ecuador,ECU,2013,541.89599609375
Ecuador,ECU,2014,546.9917602539062
Ecuador,ECU,2015,506.4347839355469
Ecuador,ECU,2016,537.4464111328125
Ecuador,ECU,2017,490.4495544433594
Ecuador,ECU,2018,425.8121032714844
Ecuador,ECU,2019,373.8922424316406
Ecuador,ECU,2020,312.77423095703125
Ecuador,ECU,2021,307.3133544921875
Egypt,EGY,1965,15.49714469909668
Egypt,EGY,1966,17.254846572875977
Egypt,EGY,1967,16.814058303833008
Egypt,EGY,1968,16.392019271850586
Egypt,EGY,1969,20.276308059692383
Egypt,EGY,1970,23.704248428344727
Egypt,EGY,1971,23.168529510498047
Egypt,EGY,1972,18.928653717041016
Egypt,EGY,1973,14.869275093078613
Egypt,EGY,1974,15.314993858337402
Egypt,EGY,1975,12.484067916870117
Egypt,EGY,1976,92.77642059326172
Egypt,EGY,1977,109.78291320800781
Egypt,EGY,1978,172.5590362548828
Egypt,EGY,1979,255.042724609375
Egypt,EGY,1980,484.4828796386719
Egypt,EGY,1981,528.9400634765625
Egypt,EGY,1982,564.3203125
Egypt,EGY,1983,644.7112426757812
Egypt,EGY,1984,806.62060546875
Egypt,EGY,1985,963.306396484375
Egypt,EGY,1986,1080.3843994140625
Egypt,EGY,1987,1162.5894775390625
Egypt,EGY,1988,1247.30224609375
Egypt,EGY,1989,1359.7242431640625
Egypt,EGY,1990,1383.70849609375
Egypt,EGY,1991,1521.9100341796875
Egypt,EGY,1992,1611.08984375
Egypt,EGY,1993,1814.713623046875
Egypt,EGY,1994,1890.4735107421875
Egypt,EGY,1995,1945.5665283203125
Egypt,EGY,1996,1967.32373046875
Egypt,EGY,1997,1987.5247802734375
Egypt,EGY,1998,1991.873046875
Egypt,EGY,1999,2337.978515625
Egypt,EGY,2000,2796.68212890625
Egypt,EGY,2001,3361.4189453125
Egypt,EGY,2002,3568.0537109375
Egypt,EGY,2003,3925.275146484375
Egypt,EGY,2004,4113.57666015625
Egypt,EGY,2005,4027.21875
Egypt,EGY,2006,4569.9970703125
Egypt,EGY,2007,4719.48046875
Egypt,EGY,2008,4936.01611328125
Egypt,EGY,2009,5046.50927734375
Egypt,EGY,2010,5246.220703125
Egypt,EGY,2011,5650.0263671875
Egypt,EGY,2012,5859.27001953125
Egypt,EGY,2013,5599.40869140625
Egypt,EGY,2014,5111.29833984375
Egypt,EGY,2015,4978.09423828125
Egypt,EGY,2016,5225.583984375
Egypt,EGY,2017,5799.734375
Egypt,EGY,2018,6054.91064453125
Egypt,EGY,2019,5881.0390625
Egypt,EGY,2020,5697.80859375
Egypt,EGY,2021,5934.9375
Estonia,EST,1985,6887.939453125
Estonia,EST,1986,6204.52294921875
Estonia,EST,1987,6656.31982421875
Estonia,EST,1988,7109.2763671875
Estonia,EST,1989,7083.16162109375
Estonia,EST,1990,9081.798828125
Estonia,EST,1991,9219.4580078125
Estonia,EST,1992,5487.3681640625
Estonia,EST,1993,2779.793701171875
Estonia,EST,1994,4077.133056640625
Estonia,EST,1995,4727.40869140625
Estonia,EST,1996,5269.650390625
Estonia,EST,1997,5149.7578125
Estonia,EST,1998,4899.20703125
Estonia,EST,1999,4771.033203125
Estonia,EST,2000,5502.95849609375
Estonia,EST,2001,5936.81689453125
Estonia,EST,2002,5010.7138671875
Estonia,EST,2003,5760.59912109375
Estonia,EST,2004,6606.1884765625
Estonia,EST,2005,6860.3623046875
Estonia,EST,2006,6965.2724609375
Estonia,EST,2007,6950.11083984375
Estonia,EST,2008,6686.978515625
Estonia,EST,2009,4570.81591796875
Estonia,EST,2010,4911.03173828125
Estonia,EST,2011,4408.560546875
Estonia,EST,2012,4793.81591796875
Estonia,EST,2013,4892.46923828125
Estonia,EST,2014,3848.365966796875
Estonia,EST,2015,3452.365478515625
Estonia,EST,2016,3783.306640625
Estonia,EST,2017,3705.345703125
Estonia,EST,2018,3782.23876953125
Estonia,EST,2019,3515.67724609375
Estonia,EST,2020,3241.894775390625
Estonia,EST,2021,3666.1572265625
Europe,,1965,2511.793212890625
Europe,,1966,2790.1025390625
Europe,,1967,3114.702392578125
Europe,,1968,3511.8408203125
Europe,,1969,3954.670654296875
Europe,,1970,4532.43798828125
Europe,,1971,5150.21142578125
Europe,,1972,5715.88818359375
Europe,,1973,6297.5146484375
Europe,,1974,6837.01025390625
Europe,,1975,7364.18017578125
Europe,,1976,8017.28759765625
Europe,,1977,8460.5634765625
Europe,,1978,8881.099609375
Europe,,1979,9361.77734375
Europe,,1980,9477.248046875
Europe,,1981,9716.365234375
Europe,,1982,10054.552734375
Europe,,1983,10613.18359375
Europe,,1984,11360.048828125
Europe,,1985,10833.689453125
Europe,,1986,10990.3828125
Europe,,1987,11507.22265625
Europe,,1988,11821.2333984375
Europe,,1989,12012.24609375
Europe,,1990,12563.1337890625
Europe,,1991,12759.5302734375
Europe,,1992,12198.5888671875
Europe,,1993,12171.25390625
Europe,,1994,11601.9677734375
Europe,,1995,11729.962890625
Europe,,1996,12458.080078125
Europe,,1997,11896.98828125
Europe,,1998,12197.8935546875
Europe,,1999,12452.2236328125
Europe,,2000,12745.03515625
Europe,,2001,12953.6787109375
Europe,,2002,13018.849609375
Europe,,2003,13430.7236328125
Europe,,2004,13776.7822265625
Europe,,2005,13983.3857421875
Europe,,2006,14144.4423828125
Europe,,2007,14075.779296875
Europe,,2008,14067.986328125
Europe,,2009,13022.3359375
Europe,,2010,13989.6318359375
Europe,,2011,13443.4296875
Europe,,2012,13107.6240234375
Europe,,2013,12870.0634765625
Europe,,2014,12041.87109375
Europe,,2015,11956.30078125
Europe,,2016,12494.18359375
Europe,,2017,12812.134765625
Europe,,2018,13027.962890625
Europe,,2019,13022.771484375
Europe,,2020,12512.357421875
Europe,,2021,13450.3564453125
European Union (27),,1965,986.5845336914062
European Union (27),,1966,1111.17041015625
European Union (27),,1967,1311.5802001953125
European Union (27),,1968,1652.530517578125
European Union (27),,1969,2063.22021484375
European Union (27),,1970,2482.648193359375
European Union (27),,1971,2920.89892578125
European Union (27),,1972,3434.042236328125
European Union (27),,1973,3916.96533203125
European Union (27),,1974,4360.275390625
European Union (27),,1975,4673.0830078125
European Union (27),,1976,5078.7431640625
European Union (27),,1977,5264.60498046875
European Union (27),,1978,5441.5087890625
European Union (27),,1979,5668.16357421875
European Union (27),,1980,5624.48583984375
European Union (27),,1981,5515.501953125
European Union (27),,1982,5351.23388671875
European Union (27),,1983,5538.19921875
European Union (27),,1984,5807.79345703125
European Union (27),,1985,6074.4208984375
European Union (27),,1986,6144.62353515625
European Union (27),,1987,6448.84326171875
European Union (27),,1988,6423.634765625
European Union (27),,1989,6630.52490234375
European Union (27),,1990,6943.74072265625
European Union (27),,1991,7087.69677734375
European Union (27),,1992,6833.99072265625
European Union (27),,1993,6952.94677734375
European Union (27),,1994,6851.92626953125
European Union (27),,1995,7409.2841796875
European Union (27),,1996,8039.89794921875
European Union (27),,1997,7819.89208984375
European Union (27),,1998,8031.3369140625
European Union (27),,1999,8225.7861328125
European Union (27),,2000,8407.5634765625
European Union (27),,2001,8676.447265625
European Union (27),,2002,8709.294921875
European Union (27),,2003,9144.4287109375
European Union (27),,2004,9354.8564453125
European Union (27),,2005,9642.4169921875
European Union (27),,2006,9583.326171875
European Union (27),,2007,9401.0283203125
European Union (27),,2008,9566.9052734375
European Union (27),,2009,8968.359375
European Union (27),,2010,9622.017578125
European Union (27),,2011,8838.083984375
European Union (27),,2012,8668.6318359375
European Union (27),,2013,8482.7568359375
European Union (27),,2014,7495.68798828125
European Union (27),,2015,7831.8720703125
European Union (27),,2016,8304.591796875
European Union (27),,2017,8676.0869140625
European Union (27),,2018,8505.640625
European Union (27),,2019,8805.783203125
European Union (27),,2020,8542.2080078125
European Union (27),,2021,8906.759765625
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,945.8716430664062
Finland,FIN,1975,1558.677490234375
Finland,FIN,1976,1820.35205078125
Finland,FIN,1977,1846.456787109375
Finland,FIN,1978,2005.636962890625
Finland,FIN,1979,1993.0338134765625
Finland,FIN,1980,1868.231689453125
Finland,FIN,1981,1479.904541015625
Finland,FIN,1982,1390.525634765625
Finland,FIN,1983,1341.0218505859375
Finland,FIN,1984,1527.7161865234375
Finland,FIN,1985,1929.3690185546875
Finland,FIN,1986,2326.861083984375
Finland,FIN,1987,3067.345947265625
Finland,FIN,1988,3289.594970703125
Finland,FIN,1989,4299.6767578125
Finland,FIN,1990,5045.814453125
Finland,FIN,1991,5293.74169921875
Finland,FIN,1992,5468.85888671875
Finland,FIN,1993,5621.29833984375
Finland,FIN,1994,6174.11083984375
Finland,FIN,1995,6384.04443359375
Finland,FIN,1996,6655.5478515625
Finland,FIN,1997,6529.5087890625
Finland,FIN,1998,7462.16650390625
Finland,FIN,1999,7453.74560546875
Finland,FIN,2000,7596.44482421875
Finland,FIN,2001,8222.3251953125
Finland,FIN,2002,8144.44677734375
Finland,FIN,2003,8991.5908203125
Finland,FIN,2004,8637.6357421875
Finland,FIN,2005,7878.02392578125
Finland,FIN,2006,8390.3515625
Finland,FIN,2007,7731.59716796875
Finland,FIN,2008,7873.095703125
Finland,FIN,2009,6997.03125
Finland,FIN,2010,7696.91796875
Finland,FIN,2011,6701.25390625
Finland,FIN,2012,5899.60546875
Finland,FIN,2013,5461.80419921875
Finland,FIN,2014,4862.6025390625
Finland,FIN,2015,4174.06982421875
Finland,FIN,2016,3651.821044921875
Finland,FIN,2017,3324.792236328125
Finland,FIN,2018,3804.880859375
Finland,FIN,2019,3676.48291015625
Finland,FIN,2020,3739.28662109375
Finland,FIN,2021,3681.0166015625
France,FRA,1965,1026.675537109375
France,FRA,1966,1072.3905029296875
France,FRA,1967,1215.265625
France,FRA,1968,1442.420654296875
France,FRA,1969,1664.114990234375
France,FRA,1970,1881.8336181640625
France,FRA,1971,2213.053466796875
France,FRA,1972,2596.068603515625
France,FRA,1973,3021.121826171875
France,FRA,1974,3131.575439453125
France,FRA,1975,3470.771240234375
France,FRA,1976,3708.8125
France,FRA,1977,3854.365966796875
France,FRA,1978,4095.221923828125
France,FRA,1979,4518.814453125
France,FRA,1980,4672.8984375
France,FRA,1981,4724.91162109375
France,FRA,1982,4518.5810546875
France,FRA,1983,4788.3076171875
France,FRA,1984,4857.4765625
France,FRA,1985,5172.2431640625
France,FRA,1986,5174.4326171875
France,FRA,1987,5208.24462890625
France,FRA,1988,5155.5341796875
France,FRA,1989,5019.96728515625
France,FRA,1990,5342.69091796875
France,FRA,1991,5827.541015625
France,FRA,1992,5791.8828125
France,FRA,1993,5900.5146484375
France,FRA,1994,5611.501953125
France,FRA,1995,5950.986328125
France,FRA,1996,6552.8876953125
France,FRA,1997,6260.13623046875
France,FRA,1998,6648.98193359375
France,FRA,1999,6749.265625
France,FRA,2000,7048.42578125
France,FRA,2001,7353.5478515625
France,FRA,2002,7289.59375
France,FRA,2003,7589.314453125
France,FRA,2004,7692.599609375
France,FRA,2005,7806.3603515625
France,FRA,2006,7491.68505859375
France,FRA,2007,7234.76318359375
France,FRA,2008,7456.52490234375
France,FRA,2009,7152.064453125
France,FRA,2010,7882.4453125
France,FRA,2011,6804.416015625
France,FRA,2012,6992.02978515625
France,FRA,2013,7065.37255859375
France,FRA,2014,5905.32080078125
France,FRA,2015,6322.69091796875
France,FRA,2016,6885.974609375
France,FRA,2017,6903.75732421875
France,FRA,2018,6591.48291015625
France,FRA,2019,6703.85693359375
France,FRA,2020,6217.3515625
France,FRA,2021,6578.61962890625
Germany,DEU,1965,406.1955261230469
Germany,DEU,1966,484.6410827636719
Germany,DEU,1967,620.3510131835938
Germany,DEU,1968,1013.1355590820312
Germany,DEU,1969,1435.1556396484375
Germany,DEU,1970,2032.8431396484375
Germany,DEU,1971,2678.321044921875
Germany,DEU,1972,3462.83935546875
Germany,DEU,1973,4463.69677734375
Germany,DEU,1974,5585.6796875
Germany,DEU,1975,5898.6416015625
Germany,DEU,1976,6248.76416015625
Germany,DEU,1977,6643.908203125
Germany,DEU,1978,7132.46435546875
Germany,DEU,1979,7897.66064453125
Germany,DEU,1980,7801.54443359375
Germany,DEU,1981,7476.05615234375
Germany,DEU,1982,6953.537109375
Germany,DEU,1983,7243.6923828125
Germany,DEU,1984,7573.17138671875
Germany,DEU,1985,7484.61181640625
Germany,DEU,1986,7451.86376953125
Germany,DEU,1987,8057.56591796875
Germany,DEU,1988,7902.83447265625
Germany,DEU,1989,8051.81201171875
Germany,DEU,1990,8056.30859375
Germany,DEU,1991,8418.490234375
Germany,DEU,1992,8274.1455078125
Germany,DEU,1993,8704.78515625
Germany,DEU,1994,8819.7626953125
Germany,DEU,1995,9580.8037109375
Germany,DEU,1996,10696.8857421875
Germany,DEU,1997,10209.3515625
Germany,DEU,1998,10302.490234375
Germany,DEU,1999,10273.884765625
Germany,DEU,2000,10187.185546875
Germany,DEU,2001,10735.9140625
Germany,DEU,2002,10708.6083984375
Germany,DEU,2003,10827.9921875
Germany,DEU,2004,10878.736328125
Germany,DEU,2005,11063.482421875
Germany,DEU,2006,11293.037109375
Germany,DEU,2007,10905.333984375
Germany,DEU,2008,11040.498046875
Germany,DEU,2009,10436.3603515625
Germany,DEU,2010,10896.265625
Germany,DEU,2011,10000.62890625
Germany,DEU,2012,10016.9716796875
Germany,DEU,2013,10468.123046875
Germany,DEU,2014,9072.400390625
Germany,DEU,2015,9408.978515625
